title,author,description,rating,ratingCount,reviewCount,genre,book_link
 The Immortal Life of Henrietta Lacks,Rebecca Skloot,Her name was Henrietta Lacks; but scientists know her as HeLa. She was a poor Southern tobacco farmer who worked the same land as her slave ancestors; yet her cells—taken without her knowledge—became one of the most important tools in medicine. The first “immortal” human cells grown in culture; they are still alive today; though she has been dead for more than sixty years. If you could pile all HeLa cells ever grown onto a scale; they’d weigh more than 50 million metric tons—as much as a hundred Empire State Buildings. HeLa cells were vital for developing the polio vaccine; uncovered secrets of cancer; viruses; and the atom bomb’s effects; helped lead to important advances like in vitro fertilization; cloning; and gene mapping; and have been bought and sold by the billions.Yet Henrietta Lacks remains virtually unknown; buried in an unmarked grave.Now Rebecca Skloot takes us on an extraordinary journey; from the “colored” ward of Johns Hopkins Hospital in the 1950s to stark white laboratories with freezers full of HeLa cells; from Henrietta’s small; dying hometown of Clover; Virginia — a land of wooden slave quarters; faith healings; and voodoo — to East Baltimore today; where her children and grandchildren live and struggle with the legacy of her cells.Henrietta’s family did not learn of her “immortality” until more than twenty years after her death; when scientists investigating HeLa began using her husband and children in research without informed consent. And though the cells had launched a multimillion-dollar industry that sells human biological materials; her family never saw any of the profits. As Rebecca Skloot so brilliantly shows; the story of the Lacks family — past and present — is inextricably connected to the dark history of experimentation on African Americans; the birth of bioethics; and the legal battles over whether we control the stuff we are made of.Over the decade it took to uncover this story; Rebecca became enmeshed in the lives of the Lacks family—especially Henrietta’s daughter Deborah; who was devastated to learn about her mother’s cells. She was consumed with questions: Had scientists cloned her mother? Did it hurt her when researchers infected her cells with viruses and shot them into space? What happened to her sister; Elsie; who died in a mental institution at the age of fifteen? And if her mother was so important to medicine; why couldn’t her children afford health insurance?Intimate in feeling; astonishing in scope; and impossible to put down; The Immortal Life of Henrietta Lacks captures the beauty and drama of scientific discovery; as well as its human consequences.,4.07,604642,35072,mystery,https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks
 Freakonomics A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,Which is more dangerous; a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? What kind of impact did Roe v. Wade have on violent crime? Freakonomics will literally redefine the way we view the modern world.These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He is a much heralded scholar who studies the stuff and riddles of everyday life -- from cheating and crime to sports and child rearing -- and whose conclusions regularly turn the conventional wisdom on its head. He usually begins with a mountain of data and a simple; unasked question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: freakonomics.Through forceful storytelling and wry insight; Levitt and co-author Stephen J. Dubner show that economics is; at root; the study of incentives -- how people get what they want; or need; especially when other people want or need the same thing. In Freakonomics; they set out to explore the hidden side of ... well; everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Ku Klux Klan.What unites all these stories is a belief that the modern world; despite a surfeit of obfuscation; complication; and downright deceit; is not impenetrable; is not unknowable; and -- if the right questions are asked -- is even more intriguing than we think. All it takes is a new way of looking. Steven Levitt; through devilishly clever and clear-eyed thinking; shows how to see through all the clutter.Freakonomics establishes this unconventional premise: If morality represents how we would like the world to work; then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. But Freakonomics can provide more than that. It will literally redefine the way we view the modern world.(front flap),3.98,727623,16532,mystery,https://www.goodreads.com/book/show/1202.Freakonomics
 Educated,Tara Westover,"Tara Westover was 17 the first time she set foot in a classroom. Born to survivalists in the mountains of Idaho; she prepared for the end of the world by stockpiling home-canned peaches and sleeping with her ""head-for-the-hills bag"". In the summer she stewed herbs for her mother; a midwife and healer; and in the winter she salvaged in her father's junkyard.Her father forbade hospitals; so Tara never saw a doctor or nurse. Gashes and concussions; even burns from explosions; were all treated at home with herbalism. The family was so isolated from mainstream society that there was no one to ensure the children received an education and no one to intervene when one of Tara's older brothers became violent.Then; lacking any formal education; Tara began to educate herself. She taught herself enough mathematics and grammar to be admitted to Brigham Young University; where she studied history; learning for the first time about important world events like the Holocaust and the civil rights movement. Her quest for knowledge transformed her; taking her over oceans and across continents; to Harvard and to Cambridge. Only then would she wonder if she'd traveled too far; if there was still a way home.Educated is an account of the struggle for self-invention. It is a tale of fierce family loyalty and of the grief that comes with severing the closest of ties. With the acute insight that distinguishes all great writers; Westover has crafted a universal coming-of-age story that gets to the heart of what an education is and what it offers: the perspective to see one's life through new eyes and the will to change it.Librarian's note: An alternate cover edition can be found here",4.46,872763,72650,mystery,https://www.goodreads.com/book/show/35133922-educated
 The Devil in the White City Murder; Magic; and Madness at the Fair That Changed America,Erik Larson,"Author Erik Larson imbues the incredible events surrounding the 1893 Chicago World's Fair with such drama that readers may find themselves checking the book's categorization to be sure that 'The Devil in the White City' is not; in fact; a highly imaginative novel. Larson tells the stories of two men: Daniel H. Burnham; the architect responsible for the fair's construction; and H.H. Holmes; a serial killer masquerading as a charming doctor. Burnham's challenge was immense. In a short period of time; he was forced to overcome the death of his partner and numerous other obstacles to construct the famous ""White City"" around which the fair was built. His efforts to complete the project; and the fair's incredible success; are skillfully related along with entertaining appearances by such notables as Buffalo Bill Cody; Susan B. Anthony; and Thomas Edison. The activities of the sinister Dr. Holmes; who is believed to be responsible for scores of murders around the time of the fair; are equally remarkable. He devised and erected the World's Fair Hotel; complete with crematorium and gas chamber; near the fairgrounds and used the event as well as his own charismatic personality to lure victims. Combining the stories of an architect and a killer in one book; mostly in alternating chapters; seems like an odd choice but it works. The magical appeal and horrifying dark side of 19th-century Chicago are both revealed through Larson's skillful writing. - John Moe",3.99,541411,33309,mystery,https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City
 Outliers The Story of Success,Malcolm Gladwell,"In this stunning new book; Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers""--the best and the brightest; the most famous and the most successful. He asks the question: what makes high-achievers different?His answer is that we pay too much attention to what successful people are like; and too little attention to where they are from: that is; their culture; their family; their generation; and the idiosyncratic experiences of their upbringing. Along the way he explains the secrets of software billionaires; what it takes to be a great soccer player; why Asians are good at math; and what made the Beatles the greatest rock band.",4.17,582816,26446,mystery,https://www.goodreads.com/book/show/3228917-outliers
 A Short History of Nearly Everything,Bill Bryson,In Bryson's biggest book; he confronts his greatest challenge: to understand—and; if possible; answer—the oldest; biggest questions we have posed about the universe and ourselves. Taking as territory everything from the Big Bang to the rise of civilization; Bryson seeks to understand how we got from there being nothing at all to there being us. To that end; he has attached himself to a host of the world’s most advanced (and often obsessed) archaeologists; anthropologists; and mathematicians; travelling to their offices; laboratories; and field camps. He has read (or tried to read) their books; pestered them with questions; apprenticed himself to their powerful minds. A Short History of Nearly Everything is the record of this quest; and it is a sometimes profound; sometimes funny; and always supremely clear and entertaining adventure in the realms of human knowledge; as only Bill Bryson can render it. Science has never been more involving or entertaining.,4.19,310139,12677,mystery,https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything
 Becoming,Michelle Obama,In a life filled with meaning and accomplishment; Michelle Obama has emerged as one of the most iconic and compelling women of our era. As First Lady of the United States of America—the first African American to serve in that role—she helped create the most welcoming and inclusive White House in history; while also establishing herself as a powerful advocate for women and girls in the U.S. and around the world; dramatically changing the ways that families pursue healthier and more active lives; and standing with her husband as he led America through some of its most harrowing moments. Along the way; she showed us a few dance moves; crushed Carpool Karaoke; and raised two down-to-earth daughters under an unforgiving media glare.  In her memoir; a work of deep reflection and mesmerizing storytelling; Michelle Obama invites readers into her world; chronicling the experiences that have shaped her—from her childhood on the South Side of Chicago to her years as an executive balancing the demands of motherhood and work; to her time spent at the world’s most famous address. With unerring honesty and lively wit; she describes her triumphs and her disappointments; both public and private; telling her full story as she has lived it—in her own words and on her own terms. Warm; wise; and revelatory; Becoming is the deeply personal reckoning of a woman of soul and substance who has steadily defied expectations—and whose story inspires us to do the same.,4.53,627911,52463,mystery,https://www.goodreads.com/book/show/38746485-becoming
 Into the Wild,Jon Krakauer,Librarian's Note: An alternate cover edition can be found hereIn April; 1992; a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25;000 in savings to charity; abandoned his car and most of his possessions; burned all the cash in his wallet; and invented a new life for himself. Four months later; a party of moose hunters found his decomposed body. How McCandless came to die is the unforgettable story of Into the Wild.Immediately after graduating from college in 1991; McCandless had roamed through the West and Southwest on a vision quest like those made by his heroes Jack London and John Muir. In the Mojave Desert he abandoned his car; stripped it of its license plates; and burned all of his cash. He would give himself a new name; Alexander Supertramp; and; unencumbered by money and belongings; he would be free to wallow in the raw; unfiltered experiences that nature presented. Craving a blank spot on the map; McCandless simply threw away the maps. Leaving behind his desperate parents and sister; he vanished into the wild.,3.99,901445,22113,mystery,https://www.goodreads.com/book/show/1845.Into_the_Wild
 Bossypants,Tina Fey,"Before Liz Lemon; before ""Weekend Update;"" before ""Sarah Palin;"" Tina Fey was just a young girl with a dream: a recurring stress dream that she was being chased through a local airport by her middle-school gym teacher. She also had a dream that one day she would be a comedian on TV.She has seen both these dreams come true.At last; Tina Fey's story can be told. From her youthful days as a vicious nerd to her tour of duty on Saturday Night Live; from her passionately halfhearted pursuit of physical beauty to her life as a mother eating things off the floor; from her one-sided college romance to her nearly fatal honeymoon—from the beginning of this paragraph to this final sentence.Tina Fey reveals all; and proves what we've all suspected: you're no one until someone calls you bossy.",3.95,871129,39558,mystery,https://www.goodreads.com/book/show/9418327-bossypants
 Night,Elie Wiesel,Born in the town of Sighet; Transylvania; Elie Wiesel was a teenager when he and his family were taken from their home in 1944 to Auschwitz concentration camp; and then to Buchenwald. Night is the terrifying record of Elie Wiesel's memories of the death of his family; the death of his own innocence; and his despair as a deeply observant Jew confronting the absolute evil of man. This new translation by his wife and most frequent translator; Marion Wiesel; corrects important details and presents the most accurate rendering in English of Elie Wiesel's testimony to what happened in the camps and of his unforgettable message that this horror must simply never be allowed to happen again.,4.34,995762,29754,mystery,https://www.goodreads.com/book/show/1617.Night
 The Tipping Point How Little Things Can Make a Big Difference,Malcolm Gladwell,An alternate cover edition exists here.The tipping point is that magic moment when an idea; trend; or social behavior crosses a threshold; tips; and spreads like wildfire. Just as a single sick person can start an epidemic of the flu; so too can a small but precisely targeted push cause a fashion trend; the popularity of a new product; or a drop in the crime rate. This widely acclaimed bestseller; in which Malcolm Gladwell explores and brilliantly illuminates the tipping point phenomenon; is already changing the way people throughout the world think about selling products and disseminating ideas.Gladwell introduces us to the particular personality types who are natural pollinators of new ideas and trends; the people who create the phenomenon of word of mouth. He analyzes fashion trends; smoking; children's television; direct mail; and the early days of the American Revolution for clues about making ideas infectious; and visits a religious commune; a successful high-tech company; and one of the world's greatest salesmen to show how to start and sustain social epidemics.,3.98,705781,13825,mystery,https://www.goodreads.com/book/show/2612.The_Tipping_Point
 Blink The Power of Thinking Without Thinking,Malcolm Gladwell,"Drawing on cutting-edge neuroscience and psychology and displaying all of the brilliance that made The Tipping Point a classic; Blink changes the way you'll understand every decision you make. Never again will you think about thinking the same way.Malcolm Gladwell redefined how we understand the world around us. Now; in Blink; he revolutionizes the way we understand the world within. Blink is a book about how we think without thinking; about choices that seem to be made in an instant - in the blink of an eye - that actually aren't as simple as they seem. Why are some people brilliant decision makers; while others are consistently inept? Why do some people follow their instincts and win; while others end up stumbling into error? How do our brains really work - in the office; in the classroom; in the kitchen; and in the bedroom? And why are the best decisions often those that are impossible to explain to others? In Blink we meet the psychologist who has learned to predict whether a marriage will last; based on a few minutes of observing a couple; the tennis coach who knows when a player will double-fault before the racket even makes contact with the ball; the antiquities experts who recognize a fake at a glance. Here; too; are great failures of ""blink"": the election of Warren Harding; ""New Coke""; and the shooting of Amadou Diallo by police. Blink reveals that great decision makers aren't those who process the most information or spend the most time deliberating; but those who have perfected the art of ""thin-slicing"" - filtering the very few factors that matter from an overwhelming number of variables.",3.94,501537,15517,mystery,https://www.goodreads.com/book/show/40102.Blink
 We Should All Be Feminists,Chimamanda Ngozi Adichie,What does “feminism” mean today? That is the question at the heart of We Should All Be Feminists; a personal; eloquently-argued essay—adapted from her much-viewed TEDx talk of the same name—by Chimamanda Ngozi Adichie; the award-winning author of Americanah and Half of a Yellow Sun. With humor and levity; here Adichie offers readers a unique definition of feminism for the twenty-first century—one rooted in inclusion and awareness. She shines a light not only on blatant discrimination; but also the more insidious; institutional behaviors that marginalize women around the world; in order to help readers of all walks of life better understand the often masked realities of sexual politics. Throughout; she draws extensively on her own experiences—in the U.S.; in her native Nigeria; and abroad—offering an artfully nuanced explanation of why the gender divide is harmful for women and men; alike. Argued in the same observant; witty and clever prose that has made Adichie a bestselling novelist; here is one remarkable author’s exploration of what it means to be a woman today—and an of-the-moment rallying cry for why we should all be feminists.,4.44,186814,18959,mystery,https://www.goodreads.com/book/show/22738563-we-should-all-be-feminists
 Guns; Germs; and Steel The Fates of Human Societies,Jared Diamond,"""Diamond has written a book of remarkable scope ... one of the most important and readable works on the human past published in recent years.""Winner of the Pulitzer Prize and a national bestseller: the global account of the rise of civilization that is also a stunning refutation of ideas of human development based on race.In this ""artful; informative; and delightful"" (William H. McNeill; New York Review of Books) book; Jared Diamond convincingly argues that geographical and environmental factors shaped the modern world. Societies that had a head start in food production advanced beyond the hunter-gatherer stage; and then developed writing; technology; government; and organized religion—as well as nasty germs and potent weapons of war—and adventured on sea and land to conquer and decimate preliterate cultures. A major advance in our understanding of human societies; Guns; Germs; and Steel chronicles the way that the modern world came to be and stunningly dismantles racially based theories of human history.Winner of the Pulitzer Prize; the Phi Beta Kappa Award in Science; the Rhone-Poulenc Prize; and the Commonwealth Club of California's Gold Medal",4.03,314406,11316,mystery,https://www.goodreads.com/book/show/1842.Guns_Germs_and_Steel
 Between the World and Me,Ta-Nehisi Coates,“This is your country; this is your world; this is your body; and you must find some way to live within the all of it.” In a profound work that pivots from the biggest questions about American history and ideals to the most intimate concerns of a father for his son; Ta-Nehisi Coates offers a powerful new framework for understanding our nation’s history and current crisis. Americans have built an empire on the idea of “race;” a falsehood that damages us all but falls most heavily on the bodies of black women and men—bodies exploited through slavery and segregation; and; today; threatened; locked up; and murdered out of all proportion. What is it like to inhabit a black body and find a way to live within it? And how can we all honestly reckon with this fraught history and free ourselves from its burden?  Between the World and Me is Ta-Nehisi Coates’s attempt to answer these questions in a letter to his adolescent son. Coates shares with his son—and readers—the story of his awakening to the truth about his place in the world through a series of revelatory experiences; from Howard University to Civil War battlefields; from the South Side of Chicago to Paris; from his childhood home to the living rooms of mothers whose children’s lives were taken as American plunder. Beautifully woven from personal narrative; reimagined history; and fresh; emotionally charged reportage; Between the World and Me clearly illuminates the past; bracingly confronts our present; and offers a transcendent vision for a way forward.,4.38,254896,24290,mystery,https://www.goodreads.com/book/show/25489625-between-the-world-and-me
 In Cold Blood,Truman Capote,On November 15; 1959; in the small town of Holcomb; Kansas; four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime; and there were almost no clues. As Truman Capote reconstructs the murder and the investigation that led to the capture; trial; and execution of the killers; he generates both mesmerizing suspense and astonishing empathy. At the center of his study are the amoral young killers Perry Smith and Dick Hickcock; who; vividly drawn by Capote; are shown to be reprehensible yet entirely and frighteningly human. In Cold Blood is a seminal work of modern prose; a remarkable synthesis of journalistic skill and powerfully evocative narrative.,4.07,545465,17082,mystery,https://www.goodreads.com/book/show/168642.In_Cold_Blood
 The Life-Changing Magic of Tidying Up The Japanese Art of Decluttering and Organizing,Marie Kondō,"Despite constant efforts to declutter your home; do papers still accumulate like snowdrifts and clothes pile up like a tangled mess of noodles?Japanese cleaning consultant Marie Kondo takes tidying to a whole new level; promising that if you properly simplify and organize your home once; you'll never have to do it again. Most methods advocate a room-by-room or little-by-little approach; which doom you to pick away at your piles of stuff forever. The KonMari Method; with its revolutionary category-by-category system; leads to lasting results. In fact; none of Kondo's clients have lapsed (and she still has a three-month waiting list).With detailed guidance for determining which items in your house ""spark joy"" (and which don't); this international best seller featuring Tokyo's newest lifestyle phenomenon will help you clear your clutter and enjoy the unique magic of a tidy home - and the calm; motivated mindset it can inspire.",3.85,290236,28586,mystery,https://www.goodreads.com/book/show/22318578-the-life-changing-magic-of-tidying-up
 Stiff The Curious Lives of Human Cadavers,Mary Roach,Stiff is an oddly compelling; often hilarious exploration of the strange lives of our bodies postmortem. For two thousand years; cadavers—some willingly; some unwittingly—have been involved in science's boldest strides and weirdest undertakings. In this fascinating account; Mary Roach visits the good deeds of cadavers over the centuries and tells the engrossing story of our bodies when we are no longer with them.,4.05,177429,13901,mystery,https://www.goodreads.com/book/show/32145.Stiff
 Into Thin Air A Personal Account of the Mount Everest Disaster,Jon Krakauer,"A bank of clouds was assembling on the not-so-distant horizon; but journalist-mountaineer Jon Krakauer; standing on the summit of Mt. Everest; saw nothing that ""suggested that a murderous storm was bearing down."" He was wrong. The storm; which claimed five lives and left countless more--including Krakauer's--in guilt-ridden disarray; would also provide the impetus for Into Thin Air; Krakauer's epic account of the May 1996 disaster.",4.19,406273,14019,mystery,https://www.goodreads.com/book/show/1898.Into_Thin_Air
 Born a Crime Stories From a South African Childhood,Trevor Noah,The memoir of one man’s coming-of-age; set during the twilight of apartheid and the tumultuous days of freedom that followed. Trevor Noah’s unlikely path from apartheid South Africa to the desk of The Daily Show began with a criminal act: his birth. Trevor was born to a white Swiss father and a black Xhosa mother at a time when such a union was punishable by five years in prison. Living proof of his parents’ indiscretion; Trevor was kept mostly indoors for the earliest years of his life; bound by the extreme and often absurd measures his mother took to hide him from a government that could; at any moment; steal him away. Finally liberated by the end of South Africa’s tyrannical white rule; Trevor and his mother set forth on a grand adventure; living openly and freely and embracing the opportunities won by a centuries-long struggle. Born a Crime is the story of a mischievous young boy who grows into a restless young man as he struggles to find himself in a world where he was never supposed to exist. It is also the story of that young man’s relationship with his fearless; rebellious; and fervently religious mother—his teammate; a woman determined to save her son from the cycle of poverty; violence; and abuse that would ultimately threaten her own life.,4.46,423217,38297,mystery,https://www.goodreads.com/book/show/29780253-born-a-crime
 On Writing A Memoir of the Craft,Stephen King,"""Long live the King"" hailed Entertainment Weekly upon the publication of Stephen King's On Writing. Part memoir; part master class by one of the bestselling authors of all time; this superb volume is a revealing and practical view of the writer's craft; comprising the basic tools of the trade every writer must have. King's advice is grounded in his vivid memories from childhood through his emergence as a writer; from his struggling early career to his widely reported near-fatal accident in 1999 -- and how the inextricable link between writing and living spurred his recovery. Brilliantly structured; friendly and inspiring; On Writing will empower and entertain everyone who reads it -- fans; writers; and anyone who loves a great story well told.(back cover)",4.32,229648,18084,mystery,https://www.goodreads.com/book/show/10569.On_Writing
 Unbroken A World War II Story of Survival; Resilience and Redemption,Laura Hillenbrand,"
In her long-awaited new book; Laura Hillenbrand writes with the same rich and vivid narrative voice she displayed in Seabiscuit. Telling an unforgettable story of a man's journey into extremity; Unbroken is a testament to the resilience of the human mind; body; and spirit.
On a May afternoon in 1943; an Army Air Forces bomber crashed into the Pacific Ocean and disappeared; leaving only a spray of debris and a slick of oil; gasoline; and blood. Then; on the ocean surface; a face appeared. It was that of a young lieutenant; the plane's bombardier; who was struggling to a life raft and pulling himself aboard. So began one of the most extraordinary odysseys of the Second World War.The lieutenant’s name was Louis Zamperini. In boyhood; he'd been a cunning and incorrigible delinquent; breaking into houses; brawling; and fleeing his home to ride the rails. As a teenager; he had channeled his defiance into running; discovering a prodigious talent that had carried him to the Berlin Olympics and within sight of the four-minute mile. But when war had come; the athlete had become an airman; embarking on a journey that led to his doomed flight; a tiny raft; and a drift into the unknown.Ahead of Zamperini lay thousands of miles of open ocean; leaping sharks; a foundering raft; thirst and starvation; enemy aircraft; and; beyond; a trial even greater. Driven to the limits of endurance; Zamperini would answer desperation with ingenuity; suffering with hope; resolve; and humor; brutality with rebellion. His fate; whether triumph or tragedy; would be suspended on the fraying wire of his will.",4.36,789627,46650,mystery,https://www.goodreads.com/book/show/8664353-unbroken
 The Glass Castle,Jeannette Walls,"A tender; moving tale of unconditional love in a family that; despite its profound flaws; gave the author the fiery determination to carve out a successful life on her own terms.Jeannette Walls grew up with parents whose ideals and stubborn nonconformity were both their curse and their salvation. Rex and Rose Mary Walls had four children. In the beginning; they lived like nomads; moving among Southwest desert towns; camping in the mountains. Rex was a charismatic; brilliant man who; when sober; captured his children's imagination; teaching them physics; geology; and above all; how to embrace life fearlessly. Rose Mary; who painted and wrote and couldn't stand the responsibility of providing for her family; called herself an ""excitement addict."" Cooking a meal that would be consumed in fifteen minutes had no appeal when she could make a painting that might last forever. Later; when the money ran out; or the romance of the wandering life faded; the Walls retreated to the dismal West Virginia mining town -- and the family -- Rex Walls had done everything he could to escape. He drank. He stole the grocery money and disappeared for days. As the dysfunction of the family escalated; Jeannette and her brother and sisters had to fend for themselves; supporting one another as they weathered their parents' betrayals and; finally; found the resources and will to leave home. What is so astonishing about Jeannette Walls is not just that she had the guts and tenacity and intelligence to get out; but that she describes her parents with such deep affection and generosity. Hers is a story of triumph against all odds; but also a tender; moving tale of unconditional love in a family that despite its profound flaws gave her the fiery determination to carve out a successful life on her own terms. For two decades; Jeannette Walls hid her roots. Now she tells her own story.",4.28,931716,51861,mystery,https://www.goodreads.com/book/show/7445.The_Glass_Castle
 A Brief History of Time,Stephen Hawking,In the ten years since its publication in 1988; Stephen Hawking's classic work has become a landmark volume in scientific writing; with more than nine million copies in forty languages sold worldwide. That edition was on the cutting edge of what was then known about the origins and nature of the universe. But the intervening years have seen extraordinary advances in the technology of observing both the micro- and the macrocosmic worlds. These observations have confirmed many of Professor Hawking's theoretical predictions in the first edition of his book; including the recent discoveries of the Cosmic Background Explorer satellite (COBE); which probed back in time to within 300;000 years of the universe's beginning and revealed wrinkles in the fabric of space-time that he had projected. Eager to bring to his original text the new knowledge revealed by these observations; as well as his own recent research; Professor Hawking has prepared a new introduction to the book; written an entirely new chapter on wormholes and time travel; and updated the chapters throughout.,4.18,315672,9217,mystery,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time
 Wild From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,An alternate cover for this ISBN can be found here.At twenty-two; Cheryl Strayed thought she had lost everything. In the wake of her mother’s death; her family scattered and her own marriage was soon destroyed. Four years later; with nothing more to lose; she made the most impulsive decision of her life. With no experience or training; driven only by blind will; she would hike more than a thousand miles of the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State — and she would do it alone.Told with suspense and style; sparkling with warmth and humor; Wild powerfully captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddened; strengthened; and ultimately healed her.,4.01,636468,40939,mystery,https://www.goodreads.com/book/show/12262741-wild
 When Breath Becomes Air,Paul Kalanithi,"For readers of Atul Gawande; Andrew Solomon; and Anne Lamott; a profoundly moving; exquisitely observed memoir by a young neurosurgeon faced with a terminal cancer diagnosis who attempts to answer the question 'What makes a life worth living?'At the age of thirty-six; on the verge of completing a decade's worth of training as a neurosurgeon; Paul Kalanithi was diagnosed with stage IV lung cancer. One day he was a doctor treating the dying; and the next he was a patient struggling to live. And just like that; the future he and his wife had imagined evaporated. When Breath Becomes Air chronicles Kalanithi's transformation from a naïve medical student ""possessed;"" as he wrote; ""by the question of what; given that all organisms die; makes a virtuous and meaningful life"" into a neurosurgeon at Stanford working in the brain; the most critical place for human identity; and finally into a patient and new father confronting his own mortality. What makes life worth living in the face of death? What do you do when the future; no longer a ladder toward your goals in life; flattens out into a perpetual present? What does it mean to have a child; to nurture a new life as another fades away? These are some of the questions Kalanithi wrestles with in this profoundly moving; exquisitely observed memoir. Paul Kalanithi died in March 2015; while working on this book; yet his words live on as a guide and a gift to us all. ""I began to realize that coming face to face with my own mortality; in a sense; had changed nothing and everything;"" he wrote. ""Seven words from Samuel Beckett began to repeat in my head: 'I can't go on. I'll go on.'"" When Breath Becomes Air is an unforgettable; life-affirming reflection on the challenge of facing death and on the relationship between doctor and patient; from a brilliant writer who became both.",4.36,436246,34337,mystery,https://www.goodreads.com/book/show/25899336-when-breath-becomes-air
 The Subtle Art of Not Giving a Fck A Counterintuitive Approach to Living a Good Life,Mark Manson,"Alternate cover edition of ISBN 9780062457738In this generation-defining self-help guide; a superstar blogger cuts through the crap to show us how to stop trying to be ""positive"" all the time so that we can truly become better; happier people.For decades; we’ve been told that positive thinking is the key to a happy; rich life. ""F**k positivity;"" Mark Manson says. ""Let’s be honest; shit is f**ked and we have to live with it."" In his wildly popular Internet blog; Manson doesn’t sugarcoat or equivocate. He tells it like it is—a dose of raw; refreshing; honest truth that is sorely lacking today. The Subtle Art of Not Giving a F**k is his antidote to the coddling; let’s-all-feel-good mindset that has infected American society and spoiled a generation; rewarding them with gold medals just for showing up.Manson makes the argument; backed both by academic research and well-timed poop jokes; that improving our lives hinges not on our ability to turn lemons into lemonade; but on learning to stomach lemons better. Human beings are flawed and limited—""not everybody can be extraordinary; there are winners and losers in society; and some of it is not fair or your fault."" Manson advises us to get to know our limitations and accept them. Once we embrace our fears; faults; and uncertainties; once we stop running and avoiding and start confronting painful truths; we can begin to find the courage; perseverance; honesty; responsibility; curiosity; and forgiveness we seek.There are only so many things we can give a f**k about so we need to figure out which ones really matter; Manson makes clear. While money is nice; caring about what you do with your life is better; because true wealth is about experience. A much-needed grab-you-by-the-shoulders-and-look-you-in-the-eye moment of real-talk; filled with entertaining stories and profane; ruthless humor; The Subtle Art of Not Giving a F**k is a refreshing slap for a generation to help them lead contented; grounded lives.",3.93,573890,35516,mystery,https://www.goodreads.com/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck
 Thinking; Fast and Slow,Daniel Kahneman,In the highly anticipated Thinking; Fast and Slow; Kahneman takes us on a groundbreaking tour of the mind and explains the two systems that drive the way we think. System 1 is fast; intuitive; and emotional; System 2 is slower; more deliberative; and more logical. Kahneman exposes the extraordinary capabilities—and also the faults and biases—of fast thinking; and reveals the pervasive influence of intuitive impressions on our thoughts and behavior. The impact of loss aversion and overconfidence on corporate strategies; the difficulties of predicting what will make us happy in the future; the challenges of properly framing risks at work and at home; the profound effect of cognitive biases on everything from playing the stock market to planning the next vacation—each of these can be understood only by knowing how the two systems work together to shape our judgments and decisions.Engaging the reader in a lively conversation about how we think; Kahneman reveals where we can and cannot trust our intuitions and how we can tap into the benefits of slow thinking. He offers practical and enlightening insights into how choices are made in both our business and our personal lives—and how we can use different techniques to guard against the mental glitches that often get us into trouble. Thinking; Fast and Slow will transform the way you think about thinking.,4.16,329005,11604,mystery,https://www.goodreads.com/book/show/11468377-thinking-fast-and-slow
 Yes Please,Amy Poehler,In Amy Poehler’s highly anticipated first book; Yes Please; she offers up a big juicy stew of personal stories; funny bits on sex and love and friendship and parenthood and real life advice (some useful; some not so much); like when to be funny and when to be serious. Powered by Amy’s charming and hilarious; biting yet wise voice; Yes Please is a book full of words to live by.,3.83,443678,25730,mystery,https://www.goodreads.com/book/show/20910157-yes-please
 Mans Search for Meaning,Viktor E. Frankl,Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Based on his own experience and the stories of his patients; Frankl argues that we cannot avoid suffering but we can choose how to cope with it; find meaning in it; and move forward with renewed purpose. At the heart of his theory; known as logotherapy; is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful. Man's Search for Meaning has become one of the most influential books in America; it continues to inspire us all to find significance in the very act of living.,4.36,427799,22942,mystery,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning
